;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 26/02/2016 17:42:36
;----------------------------------------------

;Address Opcode 	ASM
0x0324	0x1683      	BSF        STATUS, 5
0x0325	0x00D3      	MOVWF      ccalimentah_kp_L0
;servir.c,118 :: 		goto    bluetooth;
0x0326	0x2B33      	GOTO       ___ccalimentah_bluetooth
;servir.c,119 :: 		}
L_ccalimentah40:
0x0327	0x1683      	BSF        STATUS, 5
;servir.c,120 :: 		}while (!kp);
0x0328	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x0329	0x1903      	BTFSC      STATUS, 2
0x032A	0x2B1B      	GOTO       L_ccalimentah37
;servir.c,122 :: 		kp = teclado(kp);
0x032B	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x032C	0x00D5      	MOVWF      FARG_teclado_kp
0x032D	0x2156      	CALL       _teclado
0x032E	0x1283      	BCF        STATUS, 5
0x032F	0x1303      	BCF        STATUS, 6
0x0330	0x0870      	MOVF       R0, 0
0x0331	0x1683      	BSF        STATUS, 5
0x0332	0x00D3      	MOVWF      ccalimentah_kp_L0
;servir.c,123 :: 		bluetooth:
___ccalimentah_bluetooth:
;servir.c,124 :: 		Lcd_Chr(2, 7, kp);
0x0333	0x3002      	MOVLW      2
0x0334	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0335	0x3007      	MOVLW      7
0x0336	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x0337	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x0338	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x0339	0x21FD      	CALL       _Lcd_Chr
;servir.c,125 :: 		delay();
0x033A	0x223F      	CALL       _delay
;servir.c,127 :: 		if(kp == '#'){
0x033B	0x1683      	BSF        STATUS, 5
0x033C	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x033D	0x3A23      	XORLW      35
0x033E	0x1D03      	BTFSS      STATUS, 2
0x033F	0x2B41      	GOTO       L_ccalimentah41
;servir.c,128 :: 		goto ccalimentah;
0x0340	0x2A98      	GOTO       ___ccalimentah_ccalimentah
;servir.c,129 :: 		}
L_ccalimentah41:
;servir.c,130 :: 		else if (kp == '*'){
0x0341	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x0342	0x3A2A      	XORLW      42
0x0343	0x1D03      	BTFSS      STATUS, 2
0x0344	0x2B4F      	GOTO       L_ccalimentah43
;servir.c,131 :: 		Lcd_Chr(2, 7, (hora+48));
0x0345	0x3002      	MOVLW      2
0x0346	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0347	0x3007      	MOVLW      7
0x0348	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x0349	0x3030      	MOVLW      48
0x034A	0x0752      	ADDWF      ccalimentah_hora_L0, 0
0x034B	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x034C	0x21FD      	CALL       _Lcd_Chr
;servir.c,132 :: 		delay();
0x034D	0x223F      	CALL       _delay
;servir.c,133 :: 		}
0x034E	0x2B50      	GOTO       L_ccalimentah44
L_ccalimentah43:
;servir.c,135 :: 		goto nnumh;
0x034F	0x2ABB      	GOTO       ___ccalimentah_nnumh
;servir.c,136 :: 		}
L_ccalimentah44:
;servir.c,137 :: 		}
0x0350	0x2BCF      	GOTO       L_ccalimentah45
L_ccalimentah36:
;servir.c,138 :: 		else if (dig == 2 && (kp-48) <= 4){
0x0351	0x1683      	BSF        STATUS, 5
0x0352	0x0851      	MOVF       ccalimentah_dig_L0, 0
0x0353	0x3A02      	XORLW      2
0x0354	0x1D03      	BTFSS      STATUS, 2
0x0355	0x2B8B      	GOTO       L_ccalimentah48
0x0356	0x3030      	MOVLW      48
0x0357	0x0253      	SUBWF      ccalimentah_kp_L0, 0
0x0358	0x00F1      	MOVWF      R1
0x0359	0x01F2      	CLRF       R1+1
0x035A	0x1C03      	BTFSS      STATUS, 0
0x035B	0x03F2      	DECF       R1+1, 1
0x035C	0x3080      	MOVLW      128
0x035D	0x00F0      	MOVWF      R0
0x035E	0x3080      	MOVLW      128
0x035F	0x0672      	XORWF      R1+1, 0
0x0360	0x0270      	SUBWF      R0, 0
0x0361	0x1D03      	BTFSS      STATUS, 2
0x0362	0x2B65      	GOTO       L__ccalimentah124
0x0363	0x0871      	MOVF       R1, 0
0x0364	0x3C04      	SUBLW      4
L__ccalimentah124:
0x0365	0x1C03      	BTFSS      STATUS, 0
0x0366	0x2B8B      	GOTO       L_ccalimentah48
L__ccalimentah113:
;servir.c,139 :: 		Lcd_chr(2, 7, (hora+48));
0x0367	0x3002      	MOVLW      2
0x0368	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0369	0x3007      	MOVLW      7
0x036A	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x036B	0x3030      	MOVLW      48
0x036C	0x0752      	ADDWF      ccalimentah_hora_L0, 0
0x036D	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x036E	0x21FD      	CALL       _Lcd_Chr
;servir.c,140 :: 		hora = (kp-48)+(10*hora);
0x036F	0x3030      	MOVLW      48
0x0370	0x0253      	SUBWF      ccalimentah_kp_L0, 0
0x0371	0x00D4      	MOVWF      FLOC__ccalimentah
0x0372	0x300A      	MOVLW      10
0x0373	0x00F0      	MOVWF      R0
0x0374	0x0852      	MOVF       ccalimentah_hora_L0, 0
0x0375	0x00F4      	MOVWF      R4
0x0376	0x21E4      	CALL       _Mul_8x8_U
0x0377	0x0870      	MOVF       R0, 0
0x0378	0x1683      	BSF        STATUS, 5
0x0379	0x0754      	ADDWF      FLOC__ccalimentah, 0
0x037A	0x00D2      	MOVWF      ccalimentah_hora_L0
;servir.c,141 :: 		Lcd_chr(2, 8, kp);
0x037B	0x3002      	MOVLW      2
0x037C	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x037D	0x3008      	MOVLW      8
0x037E	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x037F	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x0380	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x0381	0x21FD      	CALL       _Lcd_Chr
;servir.c,142 :: 		Lcd_chr(2, 10, hora);
0x0382	0x3002      	MOVLW      2
0x0383	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0384	0x300A      	MOVLW      10
0x0385	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x0386	0x0852      	MOVF       ccalimentah_hora_L0, 0
0x0387	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x0388	0x21FD      	CALL       _Lcd_Chr
;servir.c,143 :: 		delay();
0x0389	0x223F      	CALL       _delay
;servir.c,144 :: 		}
0x038A	0x2BCF      	GOTO       L_ccalimentah49
L_ccalimentah48:
;servir.c,145 :: 		else if (dig == 2 && (kp-48) >= 5){
0x038B	0x1683      	BSF        STATUS, 5
0x038C	0x0851      	MOVF       ccalimentah_dig_L0, 0
0x038D	0x3A02      	XORLW      2
0x038E	0x1D03      	BTFSS      STATUS, 2
0x038F	0x2BC3      	GOTO       L_ccalimentah52
0x0390	0x3030      	MOVLW      48
0x0391	0x0253      	SUBWF      ccalimentah_kp_L0, 0
0x0392	0x00F1      	MOVWF      R1
0x0393	0x01F2      	CLRF       R1+1
0x0394	0x1C03      	BTFSS      STATUS, 0
0x0395	0x03F2      	DECF       R1+1, 1
0x0396	0x3080      	MOVLW      128
0x0397	0x0672      	XORWF      R1+1, 0
0x0398	0x00F0      	MOVWF      R0
0x0399	0x3080      	MOVLW      128
0x039A	0x0270      	SUBWF      R0, 0
0x039B	0x1D03      	BTFSS      STATUS, 2
0x039C	0x2B9F      	GOTO       L__ccalimentah125
0x039D	0x3005      	MOVLW      5
0x039E	0x0271      	SUBWF      R1, 0
L__ccalimentah125:
0x039F	0x1C03      	BTFSS      STATUS, 0
0x03A0	0x2BC3      	GOTO       L_ccalimentah52
L__ccalimentah112:
;servir.c,146 :: 		Lcd_Cmd(_LCD_CLEAR);
0x03A1	0x3001      	MOVLW      1
0x03A2	0x00D8      	MOVWF      FARG_Lcd_Cmd_out_char
0x03A3	0x20E9      	CALL       _Lcd_Cmd
;servir.c,147 :: 		Lcd_chr(1, 1,'m');  Lcd_chr(1, 2,'a'); Lcd_chr(1, 3,'x'); Lcd_chr(1, 5,'t');
0x03A4	0x3001      	MOVLW      1
0x03A5	0x1683      	BSF        STATUS, 5
0x03A6	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x03A7	0x3001      	MOVLW      1
0x03A8	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x03A9	0x306D      	MOVLW      109
0x03AA	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x03AB	0x21FD      	CALL       _Lcd_Chr
0x03AC	0x3001      	MOVLW      1
0x03AD	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x03AE	0x3002      	MOVLW      2
0x03AF	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x03B0	0x3061      	MOVLW      97
0x03B1	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x03B2	0x21FD      	CALL       _Lcd_Chr
0x03B3	0x3001      	MOVLW      1
0x03B4	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x03B5	0x3003      	MOVLW      3
0x03B6	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x03B7	0x3078      	MOVLW      120
0x03B8	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x03B9	0x21FD      	CALL       _Lcd_Chr
0x03BA	0x3001      	MOVLW      1
0x03BB	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x03BC	0x3005      	MOVLW      5
0x03BD	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x03BE	0x3074      	MOVLW      116
0x03BF	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x03C0	0x21FD      	CALL       _Lcd_Chr
;servir.c,148 :: 		delay();
0x03C1	0x223F      	CALL       _delay
;servir.c,149 :: 		goto ccalimentah;
0x03C2	0x2A98      	GOTO       ___ccalimentah_ccalimentah
;servir.c,150 :: 		}
L_ccalimentah52:
;servir.c,152 :: 		hora = kp-48;
0x03C3	0x3030      	MOVLW      48
0x03C4	0x1683      	BSF        STATUS, 5
0x03C5	0x0253      	SUBWF      ccalimentah_kp_L0, 0
0x03C6	0x00D2      	MOVWF      ccalimentah_hora_L0
;servir.c,153 :: 		Lcd_Chr(2, 7, kp);
0x03C7	0x3002      	MOVLW      2
0x03C8	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x03C9	0x3007      	MOVLW      7
0x03CA	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x03CB	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x03CC	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x03CD	0x21FD      	CALL       _Lcd_Chr
;servir.c,154 :: 		delay();
0x03CE	0x223F      	CALL       _delay
;servir.c,155 :: 		}
L_ccalimentah49:
L_ccalimentah45:
;servir.c,156 :: 		return (hora);
0x03CF	0x1683      	BSF        STATUS, 5
0x03D0	0x0852      	MOVF       ccalimentah_hora_L0, 0
0x03D1	0x00F0      	MOVWF      R0
;servir.c,157 :: 		}
L_end_ccalimentah:
0x03D2	0x0008      	RETURN
; end of _ccalimentah
_qtama:
;servir.c,7 :: 		unsigned short qtama () {
;servir.c,9 :: 		qtama:
___qtama_qtama:
;servir.c,19 :: 		do {
L_qtama0:
;servir.c,20 :: 		kp = Keypad_Key_Click();             // Store key code in kp variable
0x03D3	0x21CC      	CALL       _Keypad_Key_Click
0x03D4	0x0870      	MOVF       R0, 0
0x03D5	0x00D1      	MOVWF      qtama_kp_L0
;servir.c,21 :: 		if (UART1_Data_Ready()){
0x03D6	0x2291      	CALL       _UART1_Data_Ready
0x03D7	0x0870      	MOVF       R0, 0
0x03D8	0x1903      	BTFSC      STATUS, 2
0x03D9	0x2BDF      	GOTO       L_qtama3
;servir.c,22 :: 		kp = UART1_Read();
0x03DA	0x2234      	CALL       _UART1_Read
0x03DB	0x0870      	MOVF       R0, 0
0x03DC	0x1683      	BSF        STATUS, 5
0x03DD	0x00D1      	MOVWF      qtama_kp_L0
;servir.c,23 :: 		goto    bluetooth1;
0x03DE	0x2BEB      	GOTO       ___qtama_bluetooth1
;servir.c,24 :: 		}
L_qtama3:
0x03DF	0x1683      	BSF        STATUS, 5
;servir.c,25 :: 		}while (!kp);
0x03E0	0x0851      	MOVF       qtama_kp_L0, 0
0x03E1	0x1903      	BTFSC      STATUS, 2
0x03E2	0x2BD3      	GOTO       L_qtama0
;servir.c,27 :: 		kp = teclado(kp);
0x03E3	0x0851      	MOVF       qtama_kp_L0, 0
0x03E4	0x00D5      	MOVWF      FARG_teclado_kp
0x03E5	0x2156      	CALL       _teclado
0x03E6	0x1283      	BCF        STATUS, 5
0x03E7	0x1303      	BCF        STATUS, 6
0x03E8	0x0870      	MOVF       R0, 0
0x03E9	0x1683      	BSF        STATUS, 5
0x03EA	0x00D1      	MOVWF      qtama_kp_L0
;servir.c,28 :: 		bluetooth1:
___qtama_bluetooth1:
;servir.c,30 :: 		if(kp == 'A' ||kp== 'B' ||kp== 'C'||kp== 'D'){
0x03EB	0x0851      	MOVF       qtama_kp_L0, 0
0x03EC	0x3A41      	XORLW      65
0x03ED	0x1903      	BTFSC      STATUS, 2
0x03EE	0x2BFC      	GOTO       L__qtama111
0x03EF	0x0851      	MOVF       qtama_kp_L0, 0
0x03F0	0x3A42      	XORLW      66
0x03F1	0x1903      	BTFSC      STATUS, 2
0x03F2	0x2BFC      	GOTO       L__qtama111
0x03F3	0x0851      	MOVF       qtama_kp_L0, 0
0x03F4	0x3A43      	XORLW      67
0x03F5	0x1903      	BTFSC      STATUS, 2
0x03F6	0x2BFC      	GOTO       L__qtama111
0x03F7	0x0851      	MOVF       qtama_kp_L0, 0
0x03F8	0x3A44      	XORLW      68
0x03F9	0x1903      	BTFSC      STATUS, 2
0x03FA	0x2BFC      	GOTO       L__qtama111
0x03FB	0x2C21      	GOTO       L_qtama6
L__qtama111:
;servir.c,31 :: 		Lcd_chr(2, 5, kp);
0x03FC	0x3002      	MOVLW      2
0x03FD	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x03FE	0x3005      	MOVLW      5
0x03FF	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x0400	0x0851      	MOVF       qtama_kp_L0, 0
0x0401	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x0402	0x21FD      	CALL       _Lcd_Chr
;servir.c,34 :: 		do {
L_qtama7:
;servir.c,35 :: 		kp = Keypad_Key_Click();             // Store key code in kp variable
0x0403	0x21CC      	CALL       _Keypad_Key_Click
0x0404	0x0870      	MOVF       R0, 0
0x0405	0x00D1      	MOVWF      qtama_kp_L0
;servir.c,36 :: 		if (UART1_Data_Ready()){
0x0406	0x2291      	CALL       _UART1_Data_Ready
0x0407	0x0870      	MOVF       R0, 0
0x0408	0x1903      	BTFSC      STATUS, 2
0x0409	0x2C0F      	GOTO       L_qtama10
;servir.c,37 :: 		kp = UART1_Read();
0x040A	0x2234      	CALL       _UART1_Read
0x040B	0x0870      	MOVF       R0, 0
0x040C	0x1683      	BSF        STATUS, 5
0x040D	0x00D1      	MOVWF      qtama_kp_L0
;servir.c,38 :: 		goto    bluetooth2;
0x040E	0x2C1B      	GOTO       ___qtama_bluetooth2
;servir.c,39 :: 		}
L_qtama10:
0x040F	0x1683      	BSF        STATUS, 5
;servir.c,40 :: 		}while (!kp);
0x0410	0x0851      	MOVF       qtama_kp_L0, 0
0x0411	0x1903      	BTFSC      STATUS, 2
0x0412	0x2C03      	GOTO       L_qtama7
;servir.c,42 :: 		kp = teclado(kp);
0x0413	0x0851      	MOVF       qtama_kp_L0, 0
0x0414	0x00D5      	MOVWF      FARG_teclado_kp
0x0415	0x2156      	CALL       _teclado
0x0416	0x1283      	BCF        STATUS, 5
0x0417	0x1303      	BCF        STATUS, 6
0x0418	0x0870      	MOVF       R0, 0
0x0419	0x1683      	BSF        STATUS, 5
0x041A	0x00D1      	MOVWF      qtama_kp_L0
;servir.c,43 :: 		bluetooth2:
___qtama_bluetooth2:
;servir.c,45 :: 		if(kp == '#'){
0x041B	0x0851      	MOVF       qtama_kp_L0, 0
0x041C	0x3A23      	XORLW      35
0x041D	0x1D03      	BTFSS      STATUS, 2
0x041E	0x2C20      	GOTO       L_qtama11
;servir.c,46 :: 		goto qtama;
0x041F	0x2BD3      	GOTO       ___qtama_qtama
;servir.c,47 :: 		}
L_qtama11:
;servir.c,48 :: 		}
0x0420	0x2C22      	GOTO       L_qtama12
L_qtama6:
;servir.c,50 :: 		goto qtama;
0x0421	0x2BD3      	GOTO       ___qtama_qtama
;servir.c,51 :: 		}
L_qtama12:
;servir.c,52 :: 		return (kp);
0x0422	0x0851      	MOVF       qtama_kp_L0, 0
0x0423	0x00F0      	MOVWF      R0
;servir.c,53 :: 		}
L_end_qtama:
0x0424	0x0008      	RETURN
; end of _qtama
_ccalimentam:
;servir.c,159 :: 		unsigned short ccalimentam () {
;servir.c,162 :: 		ccalimentaM:
___ccalimentam_ccalimentaM:
;servir.c,163 :: 		dig = 0;
0x0425	0x1683      	BSF        STATUS, 5
0x0426	0x1303      	BCF        STATUS, 6
0x0427	0x01D1      	CLRF       ccalimentam_dig_L0
;servir.c,164 :: 		nonumm:
___ccalimentam_nonumm:
;servir.c,167 :: 		do {
L_ccalimentam54:
;servir.c,168 :: 		kp = Keypad_Key_Click();             // Store key code in kp variable
0x0428	0x21CC      	CALL       _Keypad_Key_Click
0x0429	0x0870      	MOVF       R0, 0
0x042A	0x00D3      	MOVWF      ccalimentam_kp_L0
;servir.c,169 :: 		if (UART1_Data_Ready()){
0x042B	0x2291      	CALL       _UART1_Data_Ready
0x042C	0x0870      	MOVF       R0, 0
0x042D	0x1903      	BTFSC      STATUS, 2
0x042E	0x2C34      	GOTO       L_ccalimentam57
;servir.c,170 :: 		kp = UART1_Read();
0x042F	0x2234      	CALL       _UART1_Read
0x0430	0x0870      	MOVF       R0, 0
0x0431	0x1683      	BSF        STATUS, 5
0x0432	0x00D3      	MOVWF      ccalimentam_kp_L0
;servir.c,171 :: 		goto    bluetoothm1;
0x0433	0x2C40      	GOTO       ___ccalimentam_bluetoothm1
;servir.c,172 :: 		}
L_ccalimentam57:
0x0434	0x1683      	BSF        STATUS, 5
;servir.c,173 :: 		}while (!kp);
0x0435	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x0436	0x1903      	BTFSC      STATUS, 2
0x0437	0x2C28      	GOTO       L_ccalimentam54
;servir.c,174 :: 		kp = teclado(kp);
0x0438	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x0439	0x00D5      	MOVWF      FARG_teclado_kp
0x043A	0x2156      	CALL       _teclado
0x043B	0x1283      	BCF        STATUS, 5
0x043C	0x1303      	BCF        STATUS, 6
0x043D	0x0870      	MOVF       R0, 0
0x043E	0x1683      	BSF        STATUS, 5
0x043F	0x00D3      	MOVWF      ccalimentam_kp_L0
;servir.c,175 :: 		bluetoothm1:
___ccalimentam_bluetoothm1:
;servir.c,176 :: 		Lcd_chr(2, 7,kp);
0x0440	0x3002      	MOVLW      2
0x0441	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0442	0x3007      	MOVLW      7
0x0443	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x0444	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x0445	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x0446	0x21FD      	CALL       _Lcd_Chr
;servir.c,177 :: 		delay();
0x0447	0x223F      	CALL       _delay
;servir.c,179 :: 		nnumm:
___ccalimentam_nnumm:
;servir.c,180 :: 		if(kp == 'A' || kp== 'B' || kp == 'C' ||kp == 'D'||kp == '#' ||kp == '*'){
0x0448	0x1683      	BSF        STATUS, 5
0x0449	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x044A	0x3A41      	XORLW      65
0x044B	0x1903      	BTFSC      STATUS, 2
0x044C	0x2C62      	GOTO       L__ccalimentam118
0x044D	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x044E	0x3A42      	XORLW      66
0x044F	0x1903      	BTFSC      STATUS, 2
0x0450	0x2C62      	GOTO       L__ccalimentam118
0x0451	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x0452	0x3A43      	XORLW      67
0x0453	0x1903      	BTFSC      STATUS, 2
0x0454	0x2C62      	GOTO       L__ccalimentam118
0x0455	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x0456	0x3A44      	XORLW      68
0x0457	0x1903      	BTFSC      STATUS, 2
0x0458	0x2C62      	GOTO       L__ccalimentam118
0x0459	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x045A	0x3A23      	XORLW      35
0x045B	0x1903      	BTFSC      STATUS, 2
0x045C	0x2C62      	GOTO       L__ccalimentam118
0x045D	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x045E	0x3A2A      	XORLW      42
0x045F	0x1903      	BTFSC      STATUS, 2
0x0460	0x2C62      	GOTO       L__ccalimentam118
0x0461	0x2C87      	GOTO       L_ccalimentam60
L__ccalimentam118:
;servir.c,181 :: 		Lcd_chr(1,1,'n'); Lcd_chr(1,2,'o'); Lcd_chr(1,3,'n'); Lcd_chr(1,4,'u'); Lcd_chr(1,5,'m');
0x0462	0x3001      	MOVLW      1
0x0463	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0464	0x3001      	MOVLW      1
0x0465	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x0466	0x306E      	MOVLW      110
0x0467	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x0468	0x21FD      	CALL       _Lcd_Chr
0x0469	0x3001      	MOVLW      1
0x046A	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x046B	0x3002      	MOVLW      2
0x046C	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x046D	0x306F      	MOVLW      111
0x046E	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x046F	0x21FD      	CALL       _Lcd_Chr
0x0470	0x3001      	MOVLW      1
0x0471	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0472	0x3003      	MOVLW      3
0x0473	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x0474	0x306E      	MOVLW      110
0x0475	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x0476	0x21FD      	CALL       _Lcd_Chr
0x0477	0x3001      	MOVLW      1
0x0478	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0479	0x3004      	MOVLW      4
0x047A	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x047B	0x3075      	MOVLW      117
0x047C	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x047D	0x21FD      	CALL       _Lcd_Chr
0x047E	0x3001      	MOVLW      1
0x047F	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0480	0x3005      	MOVLW      5
0x0481	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x0482	0x306D      	MOVLW      109
0x0483	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x0484	0x21FD      	CALL       _Lcd_Chr
;servir.c,182 :: 		delay();
0x0485	0x223F      	CALL       _delay
;servir.c,183 :: 		goto nonumm;
0x0486	0x2C28      	GOTO       ___ccalimentam_nonumm
;servir.c,184 :: 		}
L_ccalimentam60:
;servir.c,186 :: 		dig++;
0x0487	0x1683      	BSF        STATUS, 5
0x0488	0x0AD1      	INCF       ccalimentam_dig_L0, 1
;servir.c,189 :: 		if(dig == 1 && (kp-48) <= 5 && (kp-48) >= 0){
0x0489	0x0851      	MOVF       ccalimentam_dig_L0, 0
0x048A	0x3A01      	XORLW      1
0x048B	0x1D03      	BTFSS      STATUS, 2
0x048C	0x2CEF      	GOTO       L_ccalimentam64
0x048D	0x3030      	MOVLW      48
0x048E	0x0253      	SUBWF      ccalimentam_kp_L0, 0
0x048F	0x00F1      	MOVWF      R1
0x0490	0x01F2      	CLRF       R1+1
0x0491	0x1C03      	BTFSS      STATUS, 0
0x0492	0x03F2      	DECF       R1+1, 1
0x0493	0x3080      	MOVLW      128
0x0494	0x00F0      	MOVWF      R0
0x0495	0x3080      	MOVLW      128
0x0496	0x0672      	XORWF      R1+1, 0
0x0497	0x0270      	SUBWF      R0, 0
0x0498	0x1D03      	BTFSS      STATUS, 2
0x0499	0x2C9C      	GOTO       L__ccalimentam127
0x049A	0x0871      	MOVF       R1, 0
0x049B	0x3C05      	SUBLW      5
L__ccalimentam127:
0x049C	0x1C03      	BTFSS      STATUS, 0
0x049D	0x2CEF      	GOTO       L_ccalimentam64
0x049E	0x3030      	MOVLW      48
0x049F	0x0253      	SUBWF      ccalimentam_kp_L0, 0
0x04A0	0x00F1      	MOVWF      R1
0x04A1	0x01F2      	CLRF       R1+1
0x04A2	0x1C03      	BTFSS      STATUS, 0
0x04A3	0x03F2      	DECF       R1+1, 1
0x04A4	0x3080      	MOVLW      128
0x04A5	0x0672      	XORWF      R1+1, 0
0x04A6	0x00F0      	MOVWF      R0
0x04A7	0x3080      	MOVLW      128
0x04A8	0x0270      	SUBWF      R0, 0
0x04A9	0x1D03      	BTFSS      STATUS, 2
0x04AA	0x2CAD      	GOTO       L__ccalimentam128
0x04AB	0x3000      	MOVLW      0
0x04AC	0x0271      	SUBWF      R1, 0
L__ccalimentam128:
0x04AD	0x1C03      	BTFSS      STATUS, 0
0x04AE	0x2CEF      	GOTO       L_ccalimentam64
L__ccalimentam117:
;servir.c,190 :: 		minuto = kp-48;
0x04AF	0x3030      	MOVLW      48
0x04B0	0x0253      	SUBWF      ccalimentam_kp_L0, 0
0x04B1	0x00D2      	MOVWF      ccalimentam_minuto_L0
;servir.c,191 :: 		Lcd_Chr(2, 7, kp);
0x04B2	0x3002      	MOVLW      2
0x04B3	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x04B4	0x3007      	MOVLW      7
0x04B5	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x04B6	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x04B7	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x04B8	0x21FD      	CALL       _Lcd_Chr
;servir.c,194 :: 		do {
L_ccalimentam65:
;servir.c,195 :: 		kp = Keypad_Key_Click();             // Store key code in kp variable
0x04B9	0x21CC      	CALL       _Keypad_Key_Click
0x04BA	0x0870      	MOVF       R0, 0
0x04BB	0x00D3      	MOVWF      ccalimentam_kp_L0
;servir.c,196 :: 		if (UART1_Data_Ready()){
0x04BC	0x2291      	CALL       _UART1_Data_Ready
0x04BD	0x0870      	MOVF       R0, 0
0x04BE	0x1903      	BTFSC      STATUS, 2
0x04BF	0x2CC5      	GOTO       L_ccalimentam68
;servir.c,197 :: 		kp = UART1_Read();
0x04C0	0x2234      	CALL       _UART1_Read
0x04C1	0x0870      	MOVF       R0, 0
0x04C2	0x1683      	BSF        STATUS, 5
0x04C3	0x00D3      	MOVWF      ccalimentam_kp_L0
;servir.c,198 :: 		goto    bluetoothm2;
0x04C4	0x2CD1      	GOTO       ___ccalimentam_bluetoothm2
;servir.c,199 :: 		}
L_ccalimentam68:
0x04C5	0x1683      	BSF        STATUS, 5
;servir.c,200 :: 		}while (!kp);
0x04C6	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x04C7	0x1903      	BTFSC      STATUS, 2
0x04C8	0x2CB9      	GOTO       L_ccalimentam65
;servir.c,201 :: 		kp = teclado(kp);
0x04C9	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x04CA	0x00D5      	MOVWF      FARG_teclado_kp
0x04CB	0x2156      	CALL       _teclado
0x04CC	0x1283      	BCF        STATUS, 5
0x04CD	0x1303      	BCF        STATUS, 6
0x04CE	0x0870      	MOVF       R0, 0
